"ID","Z","Z_SE","psm_crit","alpha","coho.pres.m","score.coho.pres","cols.coho.pres","chin.pres.m","score.chin.pres","cols.chin.pres","numspp","score.numspp","cols.numspp"
838,0.0490443569036724,0.13056957591134,0.3,0.95,"7771","5.97807201619199","#1D6BB1","-9999","-9999","-9999","1","2.63558186739992","#C9DDF0"
1941,-0.66341513930657,0.133729298685979,0.3,0.95,"7643","5.98053876638637","#1E8641","-9999","-9999","-9999","3","0.0811282599020454","#004D1E"
846,-0.500242503355379,0.127161952590724,0.3,0.95,"7631","5.98248167923973","#1D6CB1","-9999","-9999","-9999","1","2.57950518545584","#BCD6EB"
308,-1.17687892215717,0.160232849402193,0.3,0.95,"7767","5.98406584738626","#1E8741","7321","6.81201024742787","#16803C","2","1.42052639398457","#82CA82"
2320,0.29462096470775,0.141374753446088,0.3,0.95,"7915","5.98678626602095","#1D6CB1","64","8.5125218705641","#E0ECF7","3","0.866132584668418","#115DA5"
99,0.513385501893547,0.144196546414828,0.3,0.95,"8121","5.98678785885868","#1D6CB1","-9999","-9999","-9999","1","2.81180093553521","#DBE9F6"
1232,-1.07130128883309,0.147747612207032,0.3,0.95,"7684","5.99182246882062","#1F8742","5835","7.14745561423773","#339C52","3","0.492844789646149","#0C7734"
2752,0.435546365771551,0.134987559990638,0.3,0.95,"8005","5.99866197089552","#1D6CB1","7292","6.8740625147412","#1562A9","2","1.66609019531734","#6AADD5"
1584,-2.07190617854245,0.141047290812977,0.3,0.95,"8488","5.99999645667106","#1F8842","7341","6.94859405948417","#228A44","3","1.51553903995767","#9DD798"
673,-0.348885852256089,0.127308366147939,0.3,0.95,"7562","6.00026447288042","#1E6DB2","-9999","-9999","-9999","2","1.30611418231209","#2F7FBC"
2769,0.797524872934324,0.13393389796075,0.3,0.95,"8370","6.00048179744282","#1E6DB2","7458","6.90203095494194","#1866AC","2","1.91898143663502","#90C2DE"
299,-1.04374287167196,0.1544566518748,0.3,0.95,"7639","6.00050236697204","#208843","-9999","-9999","-9999","1","2.62479687508429","#DDF2D8"
1555,-1.56798430475765,0.151052372746623,0.3,0.95,"7945","6.00161570032527","#218943","5142","7.35945175809411","#49AF61","3","1.00067435803929","#1E8741"
687,-0.116185402744665,0.123019157567,0.3,0.95,"7591","6.00601917713655","#1E6DB2","-9999","-9999","-9999","2","1.3589841700797","#3F8FC4"
2657,0.326688623446475,0.140461745272184,0.3,0.95,"7881","6.00703302367917","#1E6EB2","-9999","-9999","-9999","1","2.75017040088731","#D6E5F4"
892,-0.544458856577373,0.11617956706617,0.3,0.95,"7508","6.00787742573636","#218944","-9999","-9999","-9999","1","2.57947659508689","#C2E6BB"
112,0.545061930063684,0.149684590988729,0.3,0.95,"8032","6.00958216195556","#1E6EB2","3845","7.67754267510795","#60A6D1","3","1.14429464338742","#1D6CB1"
100,1.10609272169014,0.152342024379481,0.3,0.95,"8694","6.01333949502035","#1F6EB3","6942","7.08509940291029","#2070B4","3","1.71738873285362","#71B1D7"
2774,0.8407261813313,0.142573901281375,0.3,0.95,"8230","6.01335320562634","#1F6EB3","-9999","-9999","-9999","1","2.91364909404146","#DFEBF7"
2308,-0.511071225712651,0.1330810486215,0.3,0.95,"7464","6.01739717797428","#1F6FB3","-9999","-9999","-9999","1","2.58048106483703","#BED7EC"
1999,-0.280857872634396,0.146300526061884,0.3,0.95,"7474","6.01854392651385","#1F6FB3","-9999","-9999","-9999","3","0.209436945103147","#083877"
944,0.347320754173854,0.133484710978292,0.3,0.95,"7795","6.02082656340981","#1F6FB3","2789","7.89157592769064","#83BBDB","3","0.929855417579513","#1460A8"
1603,-1.20878263873284,0.143295884781511,0.3,0.95,"7610","6.0226676858096","#228A44","-9999","-9999","-9999","2","1.44710311018618","#8CCF8A"
272,-1.06756471534888,0.155258403870408,0.3,0.95,"7548","6.02375752539355","#238B45","3586","7.67077886377791","#6BBF71","2","1.39775610145417","#78C679"
691,-0.806155833555911,0.111915376961273,0.3,0.95,"7450","6.02477949309859","#238B45","-9999","-9999","-9999","2","1.31252243753061","#42AB5D"
483,-0.125422564603583,0.130410794491404,0.3,0.95,"7494","6.02495054628619","#206FB4","-9999","-9999","-9999","2","1.35429814957964","#3E8EC4"
2947,0.513675480880087,0.139142032251421,0.3,0.95,"7893","6.02509720253395","#2070B4","5173","7.36287601637616","#3B8BC2","3","1.0754113905108","#1A68AE"
2600,-1.1923354717243,0.153167505585561,0.3,0.95,"7553","6.03034322753656","#248C45","6248","7.06180178017825","#329B51","2","1.43020947972923","#86CC85"
1504,0.0840816084655003,0.138610714626586,0.3,0.95,"7517","6.0448721811418","#2070B4","5778","7.17635685837719","#2777B8","3","0.684286714487972","#08509B"
2672,0.599399260140234,0.136088320328785,0.3,0.95,"7828","6.04736104093739","#2070B4","5206","7.36274066897341","#3A8AC2","3","1.12512595197663","#1C6BB0"
2100,-0.4465846688172,0.134469202511126,0.3,0.95,"7303","6.05057159392619","#2171B5","-9999","-9999","-9999","1","2.58029127357998","#BDD7EC"
2936,1.14535175175578,0.133668303200307,0.3,0.95,"8513","6.0513311746972","#2171B5","193","8.61293614025386","#ECF4FB","3","1.72494777006389","#73B2D7"
113,1.16722282240407,0.131226897431713,0.3,0.95,"8566","6.05404636731168","#2171B5","3264","7.92677305789354","#89BEDC","3","1.7706491605071","#7BB6D9"
904,-0.900468033641048,0.117824256763466,0.3,0.95,"7335","6.05542751296932","#248C46","-9999","-9999","-9999","2","1.3440147156682","#5DB96B"
2312,-0.315883611121867,0.134465280394124,0.3,0.95,"7296","6.05565624830835","#2171B5","-9999","-9999","-9999","1","2.58881437097771","#C2D9ED"
627,-0.261023701315798,0.138004223537211,0.3,0.95,"7293","6.05727542941135","#2272B5","7275","6.80104784009776","#1460A8","2","1.31294159456304","#3383BE"
2563,-0.355983378093483,0.140340088212038,0.3,0.95,"7261","6.06277095957372","#2272B5","5574","7.19421507195962","#2979B9","2","1.30780883594376","#3080BC"
2670,0.063231879581783,0.132296882540545,0.3,0.95,"7391","6.06469726329915","#2272B5","3240","7.75754733475538","#6BAED6","2","1.43471814603403","#4D99CA"
2623,0.471029936413859,0.133219435212424,0.3,0.95,"7655","6.06707754309245","#2272B6","2887","7.88261231309626","#82BBDB","2","1.65596716016471","#68ACD4"
35,-0.673365587804845,0.135799544952348,0.3,0.95,"7219","6.06884030202542","#258D46","7270","6.79889553809898","#157F3B","3","0.123966335615873","#005321"
2918,0.697652654845134,0.125912018520809,0.3,0.95,"7844","6.07045319398968","#2373B6","7844","6.78256190961434","#135FA7","3","1.25896799346312","#2373B6"
1303,-0.535185981929335,0.125857878151614,0.3,0.95,"7184","6.07484067514261","#2373B6","-9999","-9999","-9999","2","1.28990865897931","#2575B7"
2637,0.423432901711978,0.140870511534845,0.3,0.95,"7582","6.07753439507198","#2373B6","6699","7.00372432958737","#1E6DB2","3","1.0125703168329","#1764AB"
125,0.481322765296412,0.112253820136084,0.3,0.95,"7608","6.08359178375648","#2474B6","-9999","-9999","-9999","1","2.7958862134563","#D9E7F5"
358,1.16731064789692,0.129389390231763,0.3,0.95,"8305","6.08943465761099","#2474B6","8305","6.77810941276628","#125EA6","3","1.71399216859832","#70B0D7"
2343,0.00113063756076526,0.13049188242014,0.3,0.95,"7230","6.09277297939728","#2474B6","-9999","-9999","-9999","2","1.4132995189008","#4997C8"
2803,1.4446175917831,0.140760165820058,0.3,0.95,"8719","6.09428849552159","#2474B7","6926","7.16165043758202","#2575B7","2","2.37748573596276","#B5D3E9"
1468,-1.63464591240944,0.152942567728859,0.3,0.95,"7537","6.09727299245661","#258D47","3209","7.81344020785222","#82CA82","3","1.07429788932547","#228A44"
1306,-0.865482875638587,0.122149736481805,0.3,0.95,"7080","6.10365554644435","#268E47","2649","7.87476868026378","#8DD08B","3","0.299821113246462","#006729"
946,-0.407618103567475,0.120464680173307,0.3,0.95,"7048","6.10514252648902","#2575B7","2055","8.00847825937502","#9ECAE1","3","0.165552067722798","#083573"
109,0.556301322793189,0.147491622077544,0.3,0.95,"7501","6.11390660506977","#2575B7","22","8.55252942266269","#E6F0F9","3","1.12601532268084","#1C6BB0"
2787,1.21621846868152,0.139757505901724,0.3,0.95,"8163","6.12116112683868","#2575B7","5478","7.41699880466499","#3F8FC4","2","2.15520954718891","#A9CEE5"
478,-0.837415602475784,0.111570338049537,0.3,0.95,"6998","6.12124180751017","#268F48","-9999","-9999","-9999","2","1.3272106690704","#4CB062"
717,-0.128563329799097,0.125776107958717,0.3,0.95,"7023","6.12321670452665","#2575B7","2183","7.98870259198076","#99C7E0","3","0.430539952712512","#084388"
693,0.417617742623867,0.127344729411264,0.3,0.95,"7369","6.12354938076135","#2676B7","-9999","-9999","-9999","2","1.64950718613499","#67ABD4"
2634,0.20595265704543,0.13378495854933,0.3,0.95,"7218","6.12703620167175","#2676B7","-9999","-9999","-9999","1","2.71593187375759","#D2E3F3"
2943,0.95898863636122,0.138431340582663,0.3,0.95,"7876","6.12954034071798","#2676B8","-9999","-9999","-9999","1","3.00632731357683","#E4EEF8"
2946,0.301911163377254,0.129741223140953,0.3,0.95,"7162","6.13678066238792","#2777B8","7126","6.88231032247693","#1764AB","3","0.837614633907047","#105BA4"
2107,0.885724799069353,0.125996900603859,0.3,0.95,"7685","6.1379128732474","#2777B8","7685","6.8504191733437","#1561A9","3","1.42035240573077","#4B98C9"
2296,1.0839156615671,0.14198759595427,0.3,0.95,"7974","6.14473417579371","#2777B8","-9999","-9999","-9999","1","3.07640285739731","#E7F0F9"
694,0.427189885568786,0.131916817900197,0.3,0.95,"7253","6.15013008760531","#2777B8","-9999","-9999","-9999","2","1.66049518002362","#69ADD5"
2692,0.959714051477194,0.137046824192813,0.3,0.95,"7748","6.15018355424963","#2878B8","5571","7.35140961509334","#3989C1","3","1.52428179369244","#56A0CE"
1524,0.604940114475435,0.138459609937553,0.3,0.95,"7401","6.15130788567436","#2878B8","5927","7.21231356572772","#2C7CBB","3","1.21570954159359","#2070B4"
2728,-0.280339690030166,0.153269829659505,0.3,0.95,"6845","6.15230085174555","#2878B9","6845","6.90295028837709","#1967AD","2","1.32486777182834","#3989C1"
454,-0.111770798102405,0.131155335517547,0.3,0.95,"6875","6.15644664484276","#2979B9","7673","6.72065055968962","#115CA5","3","0.467981989625477","#08468B"
2083,0.0104722331868386,0.127813485783974,0.3,0.95,"6898","6.15867870758613","#2979B9","4666","7.42201690053752","#3F8FC4","3","0.552089929697119","#084B93"
921,-1.12216151291624,0.136697245280333,0.3,0.95,"6901","6.15871854168049","#278F48","-9999","-9999","-9999","2","1.40581463164118","#7CC87D"
2128,0.02610639868947,0.139545849717632,0.3,0.95,"6974","6.15921128283711","#2979B9","6528","7.00582655654386","#1E6EB2","3","0.709726990144385","#0A539E"
1216,-1.30520513359196,0.146056022981666,0.3,0.95,"6959","6.16060662979043","#279048","6303","7.0562532342949","#2E974E","3","0.694966376849713","#16803C"
126,0.942713004308093,0.110170669775858,0.3,0.95,"7647","6.16232091918664","#2979B9","-9999","-9999","-9999","1","2.97951231724651","#E3EEF8"
118,-0.0395286210273859,0.131068546932619,0.3,0.95,"6880","6.16575508033338","#2A7AB9","5066","7.33238060198921","#3787C0","3","0.588546564333724","#084C95"
355,0.48786304229034,0.118022549440709,0.3,0.95,"7132","6.16999222735306","#2A7AB9","7132","6.90510922439258","#1967AD","3","1.0173192606241","#1765AB"
2314,0.25697959930747,0.141039532896321,0.3,0.95,"7023","6.17127157457382","#2A7ABA","4415","7.51148916821987","#4A97C9","2","1.56191979888938","#5CA4D0"
2760,0.937363228542895,0.132216488747959,0.3,0.95,"7610","6.17557723609555","#2A7ABA","4484","7.59630258209513","#57A0CE","2","1.98980791957336","#98C7DF"
493,0.441482530796891,0.133569007963018,0.3,0.95,"7106","6.1767397836294","#2B7BBA","4691","7.46649997396885","#4493C7","3","1.02608539200641","#1866AC"
539,1.18021088885268,0.127569829574765,0.3,0.95,"7916","6.18212452535861","#2B7BBA","-9999","-9999","-9999","2","2.18931623823875","#ABCFE5"
2677,1.05874447965711,0.139290360914255,0.3,0.95,"7724","6.18861167988415","#2B7BBA","2786","8.01010169779605","#9FCAE1","3","1.65483792837767","#67ABD4"
38,-0.63690763759747,0.147140274797436,0.3,0.95,"6606","6.19469655012593","#289049","5117","7.29731904173457","#41AB5D","2","1.29211221510871","#2D964D"
2103,0.442053394041421,0.133054094045655,0.3,0.95,"7011","6.19490055791234","#2C7CBA","14","8.54092425215083","#E4EEF8","3","1.01886546475394","#1765AB"
103,0.809407240043433,0.135312277736304,0.3,0.95,"7324","6.20918949143417","#2C7CBA","7324","6.93115332734801","#1B69AF","3","1.41467946583242","#4A97C9"
423,-1.33175592778231,0.152994621716273,0.3,0.95,"6736","6.20996719602219","#289149","6728","6.96141056804921","#238B45","2","1.48018211974809","#94D390"
82,-1.84039143551056,0.150672142643202,0.3,0.95,"7133","6.2100678697527","#29914A","4436","7.55693562298657","#5CB86A","2","1.78801852536335","#B5E1AE"
1233,-0.379249115928379,0.137043988798745,0.3,0.95,"6535","6.21389322431063","#2C7CBB","5720","7.16146427903041","#2575B7","3","0.249859592508126","#083C7D"
679,-1.11259335649665,0.138657467607618,0.3,0.95,"6604","6.21605753578548","#29924A","1072","8.25080023940912","#CFECC8","3","0.515870948900236","#0D7835"
2078,0.346421177412481,0.137604800082555,0.3,0.95,"6845","6.21624917064276","#2C7CBB","-9999","-9999","-9999","3","0.939576406272974","#1561A9"
695,-0.140384440571864,0.125965694257179,0.3,0.95,"6551","6.21668038349699","#2D7DBB","6512","6.98338887313648","#1C6BB0","3","0.371627422936647","#084185"
2802,1.5405204062925,0.144277279754227,0.3,0.95,"8251","6.21806892745462","#2D7DBB","8241","6.8985700936493","#1866AC","2","2.46046139505974","#B9D5EA"
2942,0.93497901234446,0.140325429680053,0.3,0.95,"7349","6.2216748203532","#2D7DBB","2791","7.97646615059488","#94C4DF","3","1.48961055285546","#539DCC"
843,-0.580423290768859,0.120389975725904,0.3,0.95,"6468","6.22281715437507","#2A934A","-9999","-9999","-9999","2","1.29026266154414","#278F48"
2647,0.708029614021409,0.133809229685929,0.3,0.95,"7062","6.22414303000286","#2E7EBB","2688","7.95674335981723","#8DC1DD","3","1.23688689444231","#2171B5"
2782,0.729660300441824,0.144330818157537,0.3,0.95,"7063","6.2328306331872","#2E7EBB","2227","8.06920051579877","#AACFE5","2","1.81770440812717","#82BADB"
2272,-1.02627061674528,0.156395608878141,0.3,0.95,"6471","6.23300961043935","#2B934B","-9999","-9999","-9999","1","2.60570559951641","#D6EFD1"
689,-1.25759673853206,0.126112769540767,0.3,0.95,"6606","6.23695647029172","#2B944B","-9999","-9999","-9999","2","1.48152443132229","#95D391"
2797,0.967413462235064,0.141295731539262,0.3,0.95,"7299","6.24117317657928","#2E7EBC","3583","7.80373270198218","#74B3D8","2","2.00011842749507","#9AC7E0"
1915,-0.497361605983599,0.149390240304322,0.3,0.95,"6379","6.24144176927389","#2E7EBC","-9999","-9999","-9999","3","0.0660123132061263","#08326E"
46,-1.016589705861,0.135620793422249,0.3,0.95,"6456","6.24178194310088","#2C944C","5441","7.23609514957194","#3CA659","3","0.454852885389519","#097432"
138,0.55788975863981,0.135692434265786,0.3,0.95,"6846","6.24303605779278","#2F7FBC","-9999","-9999","-9999","1","2.8058444368264","#DAE8F5"
392,0.986023169236209,0.142671760120675,0.3,0.95,"7315","6.24571259982145","#2F7FBC","4080","7.69706034251563","#62A8D2","3","1.56004042527413","#5BA3CF"
1928,-1.35938896868504,0.154831518500896,0.3,0.95,"6574","6.24585236248463","#2C954C","-9999","-9999","-9999","2","1.49131701547923","#98D493"
2297,1.3743438984919,0.14365743885264,0.3,0.95,"7964","6.24872590125936","#2F7FBC","2455","8.16742971091985","#BCD7EB","2","2.39549327788619","#B6D4E9"
1190,-1.03453905545901,0.149354391621409,0.3,0.95,"6404","6.24953215891599","#2D954D","6404","7.01065553082317","#248C46","2","1.35398213760495","#64BC6E"
1472,-1.66655039044698,0.154986959629298,0.3,0.95,"6802","6.25061922611924","#2D964D","-9999","-9999","-9999","2","1.6927692468408","#B0DFAA"
942,0.176640358465584,0.13157448023708,0.3,0.95,"6547","6.25345588812716","#2F7FBC","-9999","-9999","-9999","1","2.69074745048537","#CFE1F2"
924,0.852968398036092,0.134662623626264,0.3,0.95,"7121","6.25563108751304","#3080BC","-9999","-9999","-9999","1","2.95382271633801","#E1EDF8"
714,0.0761361909407386,0.121820732474616,0.3,0.95,"6465","6.25772622668852","#3080BD","1624","8.13312322922538","#B6D4E9","3","0.655232960121473","#084F99"
2247,-1.32836977462793,0.147008825918322,0.3,0.95,"6482","6.25998978724398","#2E964D","-9999","-9999","-9999","1","2.67488996766884","#E9F6E5"
905,0.690229977848399,0.134381009513525,0.3,0.95,"6932","6.26015390939392","#3080BD","3589","7.75828721376789","#6CAED6","3","1.28495859757334","#2474B7"
472,-0.878997041967264,0.133272446162644,0.3,0.95,"6329","6.26074117973488","#2E974E","6329","7.02422452012738","#268E47","3","0.341487329322545","#006B2B"
2102,0.47978267929163,0.137183466886641,0.3,0.95,"6684","6.26515451360532","#3181BD","-9999","-9999","-9999","1","2.78155600984482","#D8E7F5"
2106,1.29431223610698,0.127044132198678,0.3,0.95,"7681","6.26949580241595","#3181BD","5161","7.53233723507891","#4F9BCB","3","1.90791391552711","#8FC1DD"
2251,-1.25487395360161,0.153814313371543,0.3,0.95,"6392","6.2706591957739","#2F984E","1768","8.09825019017303","#B4E1AE","2","1.43765793020216","#87CD86"
502,-0.0495849638242131,0.130681537254698,0.3,0.95,"6317","6.27419819681935","#3181BD","-9999","-9999","-9999","1","2.62830228770028","#C8DCEF"
1589,-1.47631657757182,0.152105746400832,0.3,0.95,"6504","6.27573083206208","#2F984F","-9999","-9999","-9999","2","1.5551903607804","#A6DBA0"
2651,0.564359970113502,0.13489528188977,0.3,0.95,"6744","6.27591136423249","#3181BD","4072","7.62956392498343","#5CA4D0","3","1.1710133572008","#1F6EB3"
88,0.228017062279833,0.146334222585206,0.3,0.95,"6423","6.28116217280795","#3282BD","-9999","-9999","-9999","1","2.69607203868267","#D0E2F2"
2104,0.975315804117532,0.122921762035627,0.3,0.95,"7131","6.28165998817782","#3282BE","6703","7.10189242889213","#2171B5","3","1.5565578618336","#5AA2CF"
1316,0.0335780135308969,0.132339240213565,0.3,0.95,"6284","6.28173051888499","#3282BE","-9999","-9999","-9999","1","2.63006436073829","#C8DCEF"
62,-1.67812306987823,0.144305195491702,0.3,0.95,"6617","6.2817907091631","#30994F","6551","7.0444661406747","#29924A","2","1.66863049958562","#B0DFA9"
2773,1.17901822884146,0.11547971933114,0.3,0.95,"7258","6.2824463884072","#3383BE","7258","6.99991566402709","#1D6CB1","2","2.10114134957248","#A4CCE3"
1618,-1.14322047743791,0.13171246823609,0.3,0.95,"6290","6.28780281400106","#309950","6262","7.05667892508339","#2F984F","3","0.596160328169476","#147E3A"
841,-0.482466226504135,0.132500634891446,0.3,0.95,"6141","6.29042459683425","#3383BE","-9999","-9999","-9999","1","2.57988229261053","#BDD7EB"
2616,0.437028646045759,0.137425859582603,0.3,0.95,"6545","6.2924628961822","#3383BE","5061","7.38275427174761","#3C8CC3","3","1.03474496096064","#1966AD"
2077,1.37420962673951,0.139234104187196,0.3,0.95,"7641","6.29423152360082","#3383BE","-9999","-9999","-9999","2","2.34852417307169","#B3D2E8"
326,-0.81686766858942,0.144095238176952,0.3,0.95,"6131","6.29569367809038","#319A50","-9999","-9999","-9999","2","1.30608644720832","#3AA458"
2786,1.43744350508411,0.134451220434762,0.3,0.95,"7708","6.29610016860748","#3484BE","6133","7.34192043342928","#3989C1","2","2.38839710098002","#B5D4E9"
893,-0.0339462852865699,0.123368467613143,0.3,0.95,"6184","6.29936672904317","#3484BF","1950","8.04518988108044","#A5CDE3","3","0.475777940260413","#08468C"
2775,1.43334326884487,0.138650894099111,0.3,0.95,"7638","6.29945028912701","#3484BF","4274","7.7489035811216","#68ACD4","2","2.36090589786851","#B4D3E8"
2631,0.204717766078965,0.141225830208127,0.3,0.95,"6300","6.30563892563884","#3484BF","-9999","-9999","-9999","1","2.69435639112759","#D0E1F2"
486,-0.0185151013786936,0.12651966591643,0.3,0.95,"6170","6.30648521451935","#3585BF","-9999","-9999","-9999","2","1.39397935930408","#4695C7"
2265,-1.79536862296027,0.141158157256913,0.3,0.95,"6642","6.30870069497832","#329B51","-9999","-9999","-9999","2","1.78523507978961","#B4E1AE"
130,0.711962867308284,0.145970265965701,0.3,0.95,"6650","6.30907734708778","#3585BF","-9999","-9999","-9999","1","2.86400390400231","#DDEAF6"
1830,-2.19737198131147,0.140197678528475,0.3,0.95,"7048","6.31196646789838","#329B51","-9999","-9999","-9999","2","2.06373004072443","#BEE5B7"
1294,-1.30441940449511,0.151138513407343,0.3,0.95,"6223","6.31199111136147","#339C51","-9999","-9999","-9999","2","1.46633468003273","#90D18D"
1993,-1.0869966170494,0.140507265051278,0.3,0.95,"6152","6.31306257945966","#339C52","-9999","-9999","-9999","3","0.562153192390874","#127C38"
1510,0.125469701903898,0.139104820687887,0.3,0.95,"6209","6.31439135750949","#3585BF","3667","7.66447989522299","#5FA6D1","3","0.693348474325847","#08519C"
1293,-1.18740318940009,0.144245014442389,0.3,0.95,"6179","6.31500698354383","#349D52","-9999","-9999","-9999","2","1.44017323535112","#8ACE88"
2727,0.36856802490838,0.136985431717166,0.3,0.95,"6377","6.31716149484795","#3686BF","6716","6.99445356459139","#1D6BB1","2","1.61664879729986","#61A7D2"
2934,1.44658976885902,0.13339672231622,0.3,0.95,"7642","6.3181158053836","#3686C0","4959","7.61160220607831","#59A1CF","2","2.41231700794764","#B7D4E9"
1600,-2.12256023395033,0.137707131249048,0.3,0.95,"6890","6.32006211991156","#349D53","6881","7.05281600327289","#2D964D","3","1.51604391045909","#9ED798"
2632,0.0943885482047864,0.135910973086893,0.3,0.95,"6173","6.32119168292126","#3686C0","-9999","-9999","-9999","1","2.66963138838627","#CCDFF1"
709,0.0848152563324238,0.122956544153321,0.3,0.95,"6151","6.32218413302149","#3686C0","-9999","-9999","-9999","2","1.44640596117478","#4E9ACA"
97,0.706373208153002,0.14217076690833,0.3,0.95,"6648","6.3237793240372","#3787C0","3274","7.83531579656021","#7BB6D9","3","1.31508952055335","#3484BF"
105,0.199736855218336,0.143864773912457,0.3,0.95,"6171","6.32618322052503","#3787C0","2846","7.85726392902014","#7EB8DA","3","0.728830774744277","#0B549F"
1878,-1.19558338911287,0.15841581621805,0.3,0.95,"6048","6.33388343925483","#359E53","-9999","-9999","-9999","2","1.40432225341763","#7AC67B"
878,-0.298893940451424,0.13200618075335,0.3,0.95,"5949","6.33649192451025","#3787C0","-9999","-9999","-9999","2","1.32162434179312","#3686C0"
2274,-1.07876169826101,0.147545771519741,0.3,0.95,"6016","6.33721566382791","#359F54","-9999","-9999","-9999","1","2.63080642779013","#DFF2DA"
390,0.974217308014251,0.13148661201475,0.3,0.95,"6757","6.34306866769093","#3888C0","6757","7.07760585407934","#1F6FB3","3","1.50061205624277","#549ECD"
2636,0.274589337326562,0.13638078843756,0.3,0.95,"6116","6.34481818008405","#3888C1","4582","7.46288005103378","#4393C6","3","0.790188698615195","#0C57A0"
94,0.339901823760727,0.140000524137661,0.3,0.95,"6204","6.3457583311376","#3888C1","4213","7.56386374197659","#519CCC","3","0.929987564137041","#1461A8"
586,-0.42601220127279,0.144881231417275,0.3,0.95,"5871","6.34768674733028","#3888C1","-9999","-9999","-9999","1","2.58354482535087","#C0D8ED"
2558,-0.933162084849165,0.139332944260448,0.3,0.95,"5910","6.34784507879033","#369F54","-9999","-9999","-9999","1","2.6036319075521","#D4EECE"
306,-1.3907602030348,0.158521443084634,0.3,0.95,"6089","6.34879626164777","#36A054","9313","6.3717581934886","#00692A","2","1.50600734440739","#9BD696"
133,0.442605552698253,0.14317966405661,0.3,0.95,"6227","6.34990253014624","#3989C1","-9999","-9999","-9999","2","1.62497202623586","#63A8D2"
922,-0.47334104173533,0.114298330642566,0.3,0.95,"5847","6.35108251263115","#3989C1","-9999","-9999","-9999","2","1.29020227430623","#2676B8"
140,0.740301017346955,0.143026951849012,0.3,0.95,"6424","6.35285513089706","#3989C1","17","8.56860427968061","#E7F1FA","3","1.23429091887025","#2171B5"
1988,-1.51989955302867,0.148504426805996,0.3,0.95,"6168","6.35301367106212","#37A055","-9999","-9999","-9999","2","1.58965803546898","#A9DCA3"
2076,0.00868724734682045,0.136534170173511,0.3,0.95,"5951","6.35480137390488","#3989C1","3963","7.58561195002773","#559FCD","3","0.566456380079699","#084C94"
121,0.8205176615822,0.110674880139163,0.3,0.95,"6496","6.35550962637211","#3A8AC2","2535","8.00506624576582","#9CC9E0","3","1.31998427839276","#3585BF"
698,-0.848952940743886,0.117929730231237,0.3,0.95,"5825","6.36035214056773","#37A155","-9999","-9999","-9999","1","2.59132461571217","#CFECC8"
2300,0.532968950226396,0.137201700325623,0.3,0.95,"6258","6.36170440580054","#3A8AC2","1","8.55382090746186","#E6F0F9","3","1.09883072151355","#1B6AAF"
2075,-0.816416208391756,0.134004249840832,0.3,0.95,"5814","6.36224089245759","#38A156","1626","8.10970257168874","#B8E2B1","3","0.237549783837676","#005A24"
1911,-1.06964876891783,0.156946396424159,0.3,0.95,"5867","6.36403385447069","#38A256","-9999","-9999","-9999","3","0.467269486846951","#097532"
283,-1.1083056120605,0.152763846901471,0.3,0.95,"5872","6.36520510844003","#39A357","2726","7.86688157170609","#8CCF89","2","1.38194729858264","#71C274"
388,0.80907394589991,0.135129702468499,0.3,0.95,"6501","6.3681235486902","#3A8AC2","6501","7.11202370788666","#2272B5","3","1.38408620936626","#4392C6"
919,-0.827552126295053,0.140738188615251,0.3,0.95,"5788","6.36852098034065","#3AA357","8","8.48533743370376","#EAF7E6","3","0.260879633389529","#005D25"
2029,-1.46901826045946,0.154457708343807,0.3,0.95,"5988","6.37556434601034","#3AA457","-9999","-9999","-9999","2","1.53143960184006","#A0D89A"
897,-1.03997812542015,0.130445934285315,0.3,0.95,"5826","6.376734690791","#3BA458","143","8.4661424481776","#E5F5E1","2","1.39140166581457","#74C476"
2325,0.940161836444568,0.136308189946136,0.3,0.95,"6655","6.37834201054232","#3B8BC2","1989","8.17275843856284","#BFD8EC","3","1.56218072480478","#5CA4D0"
1596,-2.13910870203306,0.136681837013327,0.3,0.95,"6570","6.38010940737543","#3BA558","-9999","-9999","-9999","2","1.97709455311335","#BCE4B5"
1598,-1.01216965826658,0.123207498352845,0.3,0.95,"5779","6.38100093257924","#3CA559","5779","7.15765642443496","#349E53","3","0.451118871524729","#087432"
27,-1.17140749057847,0.145618437195002,0.3,0.95,"5818","6.38314693180939","#3CA659","7485","6.7725797146226","#137E3A","3","0.577400587712269","#137D39"
342,-1.20206496197478,0.149584710914053,0.3,0.95,"5863","6.38520739133515","#3DA659","2656","7.89774332474746","#95D391","2","1.46328973247342","#8ED08B"
1522,1.06244281240554,0.14869001074742,0.3,0.95,"6752","6.38811894096638","#3B8BC2","177","8.60711841592749","#EBF3FB","3","1.67709512040871","#6CAED6"
933,0.017054744255976,0.126770218877503,0.3,0.95,"5770","6.38982469002863","#3B8BC2","-9999","-9999","-9999","1","2.63556439928414","#C9DDF0"
2697,0.899666818693851,0.117341153431213,0.3,0.95,"6455","6.39391990082318","#3B8BC2","-9999","-9999","-9999","1","2.96316793139216","#E2EDF8"
895,1.2833914921673,0.139671292159156,0.3,0.95,"6939","6.39634167869748","#3C8CC3","2800","8.04766252965431","#A6CDE4","3","1.8418727274675","#86BCDB"
2653,0.316601446452213,0.117282178505961,0.3,0.95,"5927","6.40043124642109","#3C8CC3","3229","7.78871581988895","#72B2D7","3","0.916574406167079","#135FA7"
