Model.catch	CentroidX	CentroidY	Catch.Area.ft2	Catch.Area.ha	2b.Ecoreg	2d.Ecoreg	2e.Ecoreg	2f.Ecoreg	2g.Ecoreg	4a.Ecoreg	4b.Ecoreg	4d.Ecoreg	77a.Ecoreg	77b.Ecoreg	77c.Ecoreg	Impervious	conifer.forest	dense.urban	grass.shrub.crops	light.med.urb	mix.deciduous	regrow.veg	Agriculture	Apt.condo	Commercial	Forest.timber	Industrial	Parks.open.space	Residential	FC00.Road	FC01.Road	FC02.Road	FC07.Road	FC08.Road	FC11.Road	FC12.Road	FC14.Road	FC06.FC16.Road	FC17.Road
2821	1412398	220796	3936593	37	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.40000000	0.00000000	0.00243902	0.00000000	0.59756098	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2822	1347258	212904	144265920	1340	0.00000000	0.00000000	0.97457822	0.02542178	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	19.05341665	0.19013053	0.06559670	0.05307672	0.21277304	0.36228023	0.03875866	0.00000000	0.08026786	0.05691444	0.00000000	0.00000000	0.25071033	0.48600848	0.04881187	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00090243	0.00987964	0.00233158
2823	1531284	218432	13540275	126	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.13105413	0.00000000	0.00142450	0.00000000	0.40099715	0.00284900	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2824	1384824	219534	7872646	73	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.14162562	0.92900120	0.00000000	0.00000000	0.00000000	0.07099880	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00610329	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2825	1255099	215924	59196892	550	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	43.57028310	0.02574967	0.28911343	0.03177966	0.43774446	0.15694263	0.00000000	0.00000000	0.07324207	0.05432326	0.00000000	0.00800505	0.14987076	0.40705698	0.09702993	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00291257	0.02034843	0.01029236
2826	1555270	220039	3443699	32	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00283286	0.00000000	0.01699717	0.00000000	0.04815864	0.00283286	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2827	1163507	216216	83400890	775	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.04553903	0.73092879	0.00000000	0.02880848	0.00656833	0.23150496	0.00000000	0.00000000	0.00387634	0.00027049	0.50520711	0.00000000	0.46024613	0.03039993	0.00105530	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2828	1115610	217578	18087214	168	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.52459893	0.52171582	0.00804290	0.00965147	0.02734584	0.34530831	0.00000000	0.00000000	0.03033347	0.04128530	0.54437455	0.00206511	0.12086190	0.21647325	0.01225977	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2829	1120368	216981	38987872	362	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.03631841	0.69310091	0.00073656	0.01448564	0.01448564	0.25877731	0.00000000	0.00000000	0.00000000	0.00000000	0.50852393	0.01994436	0.44427134	0.01652937	0.00821037	0.00000000	0.00000000	0.00482673	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2830	1150378	217392	54255284	504	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.31797893	0.80763116	0.00000000	0.00176647	0.00388624	0.12065006	0.00000000	0.00000000	0.00127412	0.00000000	0.46405432	0.00000000	0.41329370	0.09539351	0.00106189	0.00000000	0.00000000	0.00000000	0.00231410	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2831	1540776	213765	42586940	396	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.01532913	0.00000000	0.00000000	0.00000000	0.10324617	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.99665071	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2832	1173592	219333	6809371	63	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	5.17730496	0.52941176	0.02521008	0.06022409	0.03641457	0.33473389	0.00000000	0.00000000	0.03584707	0.10072297	0.29042523	0.03389917	0.33550326	0.17289219	0.00685658	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01027907	0.00000000
2833	1135409	214964	21784008	202	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	4.25955556	0.51535088	0.00657895	0.04780702	0.06578947	0.30614035	0.00000000	0.00000000	0.31098988	0.03252436	0.05245972	0.00127910	0.14407161	0.43502706	0.02147543	0.00000000	0.00000000	0.00780876	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2834	1412489	219135	5045534	47	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.20037453	0.00000000	0.00561798	0.00000000	0.59176030	0.00000000	0.00000000	0.00000000	0.00000000	0.79270817	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2835	1524402	218155	10462709	97	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.27137546	0.00000000	0.00000000	0.00000000	0.60873606	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2836	1172932	217524	14999247	139	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.82805430	0.67546684	0.00257566	0.03670316	0.02446877	0.25756600	0.00000000	0.00000000	0.01996307	0.00369185	0.79704034	0.01319733	0.06206918	0.09237570	0.00339737	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00391853	0.00000000
2837	1504990	217891	6641104	62	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.44555874	0.00000000	0.00000000	0.00000000	0.45845272	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2838	1214117	216372	20232450	188	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	7.72291467	0.23080591	0.01669051	0.08679065	0.05484025	0.43824511	0.00000000	0.00000000	0.01120181	0.06503335	0.00000000	0.00171971	0.47535538	0.37721230	0.02354455	0.00000000	0.00000000	0.01097400	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2839	1520838	218452	5548931	52	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.18858131	0.00000000	0.02076125	0.00000000	0.66782007	0.00692042	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2840	1340455	216577	26293408	244	0.00000000	0.00000000	0.99602318	0.00397682	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	16.81932153	0.16893633	0.05042326	0.04931910	0.17004049	0.32241443	0.04011778	0.00000000	0.00642682	0.01764948	0.00000000	0.00277507	0.17362907	0.55565319	0.04383536	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00467399	0.00797584
2841	1176122	217493	5636119	52	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	8.20481928	0.52568493	0.01198630	0.04452055	0.11130137	0.30650685	0.00000000	0.00000000	0.07311841	0.02145750	0.15800147	0.04212207	0.19618945	0.45719585	0.00638666	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02246315	0.00419242
2842	1528118	217755	4842783	45	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.06432749	0.00000000	0.00000000	0.00000000	0.33528265	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2843	1132273	213520	45646604	424	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.77535002	0.63326316	0.00189474	0.02694737	0.03452632	0.27094737	0.00000000	0.00000000	0.15466327	0.00872238	0.20148559	0.00019988	0.41549168	0.20257393	0.01106827	0.00000000	0.00000000	0.00406021	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2844	1555129	215890	22304874	207	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00043346	0.00000000	0.01820546	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.99492138	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2845	1359895	209725	131386664	1221	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	6.71804511	0.22713303	0.02107420	0.05890531	0.07061320	0.57251573	0.02583053	0.00000000	0.00832550	0.06586958	0.01376151	0.00000000	0.45382356	0.39665135	0.02423783	0.00000000	0.00000000	0.00414904	0.00000000	0.00000000	0.00000000	0.00000000	0.00453094	0.00122614
2846	1176632	211864	79027648	734	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	7.64064224	0.35337065	0.04697007	0.03614018	0.08785593	0.32246289	0.00000000	0.00000000	0.03085477	0.02341114	0.04864729	0.13337282	0.46842734	0.15579033	0.00884828	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00260322	0.00636106
2847	1503146	218358	2932759	27	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.03606557	0.00000000	0.05245902	0.00000000	0.31475410	0.01639344	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.73117681	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2848	1502251	217654	5516385	51	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.02595156	0.00000000	0.01038062	0.00000000	0.61764706	0.00865052	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.89948381	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2849	1370803	214516	25850360	240	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	2.56864946	0.02966259	0.00333704	0.46829811	0.01334816	0.37189470	0.01260660	0.00000000	0.03620027	0.05291102	0.00000000	0.00000000	0.44731772	0.42659882	0.00422164	0.00000000	0.00000000	0.00878672	0.00000000	0.00000000	0.00000000	0.00000000	0.00586174	0.00000000
2850	1387891	216981	14640925	136	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.12209688	0.78599476	0.00000000	0.00654450	0.00785340	0.19764398	0.00196335	0.00000000	0.04244165	0.00000000	0.90285218	0.00000000	0.01124956	0.03507374	0.01153049	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2851	1270441	214746	55736088	518	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	80.93972555	0.00121044	0.80926855	0.00207505	0.02991527	0.03302784	0.00000000	0.00000000	0.01595132	0.16191056	0.00000000	0.36631505	0.03829086	0.02063057	0.03294194	0.00000000	0.00000000	0.00000000	0.00021196	0.01120454	0.02371037	0.02241924	0.02585745	0.00998680
2852	1268010	218616	333811	3	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	29.88235294	0.00000000	0.45454545	0.00000000	0.06060606	0.00000000	0.00000000	0.00000000	0.00000000	0.37204603	0.00000000	0.07249615	0.04764974	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2853	1517532	217847	4913749	46	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.01565558	0.00000000	0.00000000	0.00000000	0.27984344	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.98642442	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2854	1140702	218206	970415	9	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.20000000	0.40000000	0.00000000	0.01000000	0.00000000	0.57000000	0.00000000	0.00000000	0.10151125	0.07494322	0.00000000	0.00000000	0.43470388	0.38882452	0.01848591	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2855	1128449	215575	11340124	105	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.33247863	0.61928934	0.00000000	0.02030457	0.01184433	0.21065990	0.00000000	0.00000000	0.09612514	0.01063701	0.71077503	0.00000000	0.13289229	0.03595552	0.00641633	0.00000000	0.00000000	0.00447235	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2856	1265456	217285	3075367	29	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	94.75000000	0.00000000	0.97784810	0.00000000	0.00316456	0.00000000	0.00000000	0.00000000	0.00000000	0.02158312	0.00000000	0.74294104	0.02558557	0.00000000	0.03734547	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02928074
2857	1417538	216902	11202336	104	0.00000000	0.00000000	0.19274069	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.80725931	0.00000000	0.00000000	1.14186851	0.71869640	0.00000000	0.00000000	0.00085763	0.24785592	0.00000000	0.00000000	0.00000000	0.00000000	0.96820681	0.00000000	0.00000000	0.00000000	0.01699262	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2858	1412613	217475	4044245	38	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.34057971	0.00000000	0.00483092	0.00000000	0.65458937	0.00000000	0.00000000	0.00000000	0.00000000	0.99998294	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2859	1414383	217274	1719658	16	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.39664804	0.00000000	0.00000000	0.00000000	0.60335196	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2860	1528733	216639	5018731	47	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00585938	0.00000000	0.00000000	0.00000000	0.22851563	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2861	1533821	217554	1187947	11	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.11570248	0.00000000	0.00000000	0.00000000	0.87603306	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2862	1536078	216719	7953368	74	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.12029162	0.00000000	0.00000000	0.00000000	0.50668287	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.99943458	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2863	1140632	212529	72845128	677	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	2.11786617	0.57152274	0.00290046	0.03243243	0.03071852	0.29558339	0.00000000	0.00000000	0.13544316	0.00770553	0.31535780	0.00000000	0.28001524	0.23408292	0.01368822	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2864	1378860	215843	15358003	143	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.52767296	0.39636819	0.00125235	0.12273012	0.01314966	0.43957420	0.00626174	0.00000000	0.00000000	0.00000000	0.63694264	0.00000000	0.13804002	0.17824941	0.00530870	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00888794	0.00000000
2865	1366790	213234	26801964	249	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	2.74583635	0.14933429	0.00287873	0.20331054	0.02590860	0.51997121	0.02482908	0.00000000	0.02977920	0.01546070	0.00000000	0.00000000	0.23002389	0.68381772	0.01109997	0.00000000	0.00000000	0.00868265	0.00000000	0.00000000	0.00000000	0.00000000	0.00622951	0.00000000
2866	1213279	209878	53893720	501	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	6.65517241	0.17693410	0.00716332	0.10154011	0.07127507	0.59867479	0.00000000	0.00000000	0.07503789	0.06269814	0.02467883	0.01270233	0.25988429	0.48631124	0.01717402	0.00000000	0.00000000	0.00159236	0.00000000	0.00000000	0.00000000	0.00000000	0.00132956	0.00619241
2867	1385080	217599	236265	2	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.15000000	0.00000000	0.00000000	0.00000000	0.85000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2868	1505270	216504	3620534	34	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.04607046	0.00000000	0.00000000	0.00000000	0.33875339	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.55300635	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2869	1517210	215332	16068621	149	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00240529	0.00000000	0.00060132	0.00000000	0.07576669	0.00060132	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.94637293	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2870	1550621	214246	27985558	260	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.04699378	0.00000000	0.00069109	0.00000000	0.15618521	0.00034554	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2871	1521858	216620	7315332	68	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.14973262	0.00000000	0.05748663	0.00000000	0.42379679	0.00267380	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.91170517	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2872	1262001	204909	145629904	1353	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	48.84608228	0.01691012	0.38051059	0.06454797	0.33471509	0.14159758	0.00000000	0.00000000	0.04024135	0.09234913	0.00000000	0.11959446	0.12572777	0.33848612	0.06883020	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00412042	0.01556542	0.01283048	0.01042753
2873	1184769	216197	2131073	20	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	8.52293578	0.06363636	0.01818182	0.01363636	0.13181818	0.07272727	0.00000000	0.00000000	0.00424434	0.00132703	0.00000000	0.00022758	0.00884015	0.61399875	0.03874293	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2874	1211670	213122	15548043	144	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	6.43679599	0.15558267	0.00610128	0.12995729	0.05796217	0.56863941	0.00000000	0.00000000	0.05579950	0.03267955	0.01919708	0.00000000	0.31753450	0.52610396	0.01847030	0.00000000	0.00000000	0.00079283	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01154833
2875	1530455	215832	4354489	40	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00220751	0.00000000	0.00441501	0.00000000	0.28256071	0.00883002	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2876	1332736	210677	54706396	508	0.00000000	0.00000000	0.10898114	0.89101886	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	11.49787234	0.07557118	0.02267135	0.04956063	0.15500879	0.20351494	0.01054482	0.00000000	0.03811744	0.00157177	0.00000000	0.00013585	0.15988224	0.26307248	0.02628387	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00555286	0.00000000	0.00072734
2877	1499539	214553	23710377	220	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.03519313	0.00000000	0.00386266	0.00000000	0.55493562	0.00643777	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.98509914	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2878	1124870	212301	44344884	412	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.50436491	0.68006082	0.00043440	0.05299739	0.00564726	0.21763684	0.00000000	0.00000000	0.00000000	0.00000000	0.92913566	0.00000000	0.06626523	0.00000000	0.00000000	0.00000000	0.00000000	0.00280975	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2879	1115586	213927	16841066	156	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.29855908	0.44418872	0.00172612	0.03682394	0.02531646	0.45914845	0.00000000	0.00000000	0.05008727	0.02854564	0.67412330	0.04085199	0.08001032	0.09460898	0.00805323	0.00000000	0.00000000	0.01316811	0.00245923	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000
2880	1262164	216439	2317996	22	0.00000000	0.00000000	0.00000000	1.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	69.87966805	0.00000000	0.81012658	0.00421941	0.00843882	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.87427234	0.00000000	0.00000000	0.00973211	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02866398	0.00000000
